citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,executive_order_number,not_received_for_publication
37 FR 7763, ,"","","",Presidential Document,Executive Order,04/20/1972,1972-04-19,"",Establishing the President's Advisory Committee on the Environmental Merit Awards Program,"Committee continued by: EO 11827, January      4, 1975
Revoked by: EO 11948, December 20, 1976",11667,""
37 FR 8057, ,"","","",Presidential Document,Executive Order,04/25/1972,1972-04-21,"",Providing for a National Center for Housing Management,"",11668,""
37 FR 11455, ,"","","",Presidential Document,Executive Order,06/08/1972,1972-06-06,"",Providing for the transfer or furnishing of property under the Postal Reorganization Act,"",11672,""
37 FR 11547, ,"","","",Presidential Document,Executive Order,06/08/1972,1972-06-06,"",Amending Executive Order No. 8684 to redefine the Culebra Island Naval Defensive Sea Area,"Amends: EO 8684, February 14, 1941
Revoked by: EO 11886, October 17, 1975",11673,""
37 FR 15123, ,"","","",Presidential Document,Executive Order,07/28/1972,1972-07-26,"",Exemption of John S. Patterson from mandatory retirement for age,"",11675,""
37 FR 15125, ,"","","",Presidential Document,Executive Order,07/28/1972,1972-07-27,"",Providing for the establishment of an Office of National Narcotics Intelligence within the Department of Justice,"Amends: EO 11248, October 10, 1965 (which      was revoked by EO 11708, March 23, 1973)
Revoked by: EO 11727, July 6, 1973
See: Order 491-72 of the Department of Justice implementing EO 11676 (37 FR 16936)",11676,""
37 FR 16667, ,"","","",Presidential Document,Executive Order,08/18/1972,1972-08-16,"",Providing for the repair and restoration of nonprofit private educational institutions damaged by hurricane and tropical storm Agnes,"Superseded by: EO 11749, December 10, 1973
See: Pub. L. 92-385 (86 Stat. 554); EO 11725,      June 27, 1973",11678,""
37 FR 16857, ,"","","",Presidential Document,Executive Order,08/22/1972,1972-08-19,"",Creating an emergency board to investigate a dispute between the Long Island Rail Road Company and certain of its employees,"Revoked by: EO 12553, February 25, 1986",11679,""
37 FR 16907, ,"","","",Presidential Document,Executive Order,08/23/1972,1972-08-21,"",Designation of certain officers to act as Secretary of the Treasury,"Revokes: EO 10941, May 15, 1961
Revoked by: EO 11822, December 10,      1974",11680,""
37 FR 17959, ,"","","",Presidential Document,Executive Order,09/02/1972,1972-08-30,"","Amendment of Executive Order No. 11554, suspending the provisions of section 5707(c) of title 10, United States Code, which relate to promotion of Navy and Marine Corps officers","Amends: EO 11554, August 29, 1970
See Pub. L. 94-412 (90 Stat. 1255; 50 U.S.C. 1601)",11684,""
37 FR 21479, ,"","","",Presidential Document,Executive Order,10/12/1972,1972-10-11,"","Delegating functions conferred upon the President by section 1455 of title 10 of the United States Code, establishing the Retired Serviceman's Survivor Benefit Plan","Amended by: EO 12608 of September 9, 1987
See: Pub. L. 92-425 (86 Stat. 706)",11687,""
37 FR 27607, ,"","","",Presidential Document,Executive Order,12/19/1972,1972-12-15,"",Adjusting rates of pay for certain statutory pay systems,"Amended by: EO 11777, April 12, 1974
Superseded by: EO 11811, October 7,      1974",11691,""
38 FR 1473, ,"","","",Presidential Document,Executive Order,01/12/1973,1973-01-11,"",Further providing for the stabilization of the economy,"Revokes in part: EO 11627, October 15, 1971
Supersedes: EO 11588, March 29, 1971; EO       11640, January 26, 1972; EO 11660, March       23, 1972; EO 11674, June 29, 1972
Superseded in part by: EO 11781, May       1, 1974
Revoked by: EO 11788, June 18, 1974
See: EO 11615, August 15, 1971; EO       11627, October 15, 1971; EO 11723, June 13, 1973;       EO 11730, July 18, 1973",11695,""
38 FR 2207, ,"","","",Presidential Document,Executive Order,01/23/1973,1973-01-19,"",Relating to the implementation of the Convention on the Taking of Evidence Abroad in Civil or Commercial Matters,"",11698,""
38 FR 2325, ,"","","",Presidential Document,Executive Order,01/24/1973,1973-01-23,"","Providing for the closing of Government departments and agencies on Thursday, January 25, 1973","",11700,""
38 FR 2675, ,"","","",Presidential Document,Executive Order,01/29/1973,1973-01-24,"",Employment of veterans by Federal agencies and Government contractors and subcontractors,"Supersedes: EO 11598, June 16, 1971",11701,""
38 FR 3579, ,"","","",Presidential Document,Executive Order,02/08/1973,1973-02-07,"",Assigning policy development and direction functions with respect to the oil import control program,"Amends: Proc. 3279, March 10, 1959
Amended by: EO 12188, January 2, 1980
Superseded by: EO 11743, October 23, 1973
See: Treasury Decision No. 225 (38 FR 12939) creating an Office of the Energy Advisor in the Department of the Treasury",11703,""
38 FR 5619, ,"","","",Presidential Document,Executive Order,03/02/1973,1973-02-28,"",Further exempting A. Everett MacIntyre from compulsory retirement for age,"",11704,""
38 FR 6663, ,"","","",Presidential Document,Executive Order,03/12/1973,1973-03-08,"",Inspection of returns by U.S. attorneys and attorneys of Department of Justice and use of returns in grand jury proceedings and in litigation,"Revoked by: EO 12553, February 25, 1986",11706,""
